0,REALIZARIAS UN TRABAJO QUE NO FUERA CON TU ESPECIALIDAD,*,*,Tengo bastante facilidad para adaptarme y aprender#Comma y le daria una oportunidad a cualquier puesto en que despertara mi interes,entrevista.aiml
0,COMO ES TU DISPONIBILIDAD PARA DESPLAZARTE DE MANERA OCASIONAL A OTROS [SITIOS LUGARES] ^,*,*,<srai>TE DESPLAZARIAS DE MANERA OCASIONAL A OTROS LUGARES</srai>,entrevista.aiml
0,TE SUPONDRIA UN PROBLEMA DESPLAZARTE DE MANERA OCASIONAL A OTROS [SITIOS LUGARES] ^,*,*,<srai>TE DESPLAZARIAS DE MANERA OCASIONAL A OTROS LUGARES</srai>,entrevista.aiml
0,TE DESPLAZARIAS DE MANERA OCASIONAL A OTROS [SITIOS LUGARES] ^,*,*,No creo que tuviera ningún problema#Comma quiza pudiera tener dificultades si el periodo es superior a una semana,entrevista.aiml
0,CREES QUE ERES (UNA) ([ALGUIEN PERSONA]) CREATIV+,*,*,<srai>TE CONSIDERAS UNA PERSONA CREATIVA</srai>,entrevista.aiml
0,TE CONSIDERAS (UNA) ([ALGUIEN PERSONA]) CREATIV+,*,*,Si#Comma suelo tener facilidad para enfocar los problemas de diferentes perspectivas y pensar soluciones originales,entrevista.aiml
0,CUALES SON TUS EXPECTATIVAS * TRABAJO,*,*,<srai>QUE EXPECTATIVAS TIENES DEL TRABAJO</srai>,entrevista.aiml
0,QUE EXPECTATIVAS TIENES * TRABAJO,*,*,Considero que el puesto me permitira crecer y aprender mucho. Tambien#Comma creo que es una empresa que cuida mucho el ambiente de trabajo#Comma y podria sentirme comodo como para trabajar en ella indefinidamente,entrevista.aiml
0,QUE (OTROS) [TRABAJOS TAREAS PUESTOS PROFESIONES] SIMILARES HAS [TENIDO DESEMPENADO],*,*,<srai>QUE TRABAJOS HAS TENIDO EN ESTA TEMATICA</srai>,entrevista.aiml
0,QUE (OTROS) [TRABAJOS TAREAS PUESTOS PROFESIONES] HAS [TENIDO DESEMPENADO] EN ESTA TEMATICA,*,*,En mi periodo de practicas asisti en esta profesion y luego estuve desempenando un traba similar durante un anio.,entrevista.aiml
0,* LLEVA+ (EL) TRABAJO A (TU) CASA,*,*,No tendria problema en hacerlo puntual o exceptionalmente.,entrevista.aiml
0,QUE ([SUELDO SALARIO]) ESPERAS [COBRAR GANAR],*,*,A corto plazo me conformo con un sueldo medio#Comma aunque espero ir escalando y llegar a cobrar 5 cifras mensuales.,entrevista.aiml
0,CUANTO (DINERO) ESPERAS [COBRAR GANAR],*,*,A corto plazo me conformo con un sueldo medio#Comma aunque espero ir escalando y llegar a cobrar 5 cifras mensuales.,entrevista.aiml
0,CUALES SON TUS ASPIRACIONES SALARIALES,*,*,A corto plazo me conformo con un sueldo medio#Comma aunque espero ir escalando y llegar a cobrar 5 cifras mensuales.,entrevista.aiml
0,(DENTRO DE) (EN) [CINCO 5] ANIOS DONDE (TE VES) ([CREES PIENSAS] QUE ESTARAS),*,*,<srai>DONDE TE VES EN CINCO ANIOS</srai>,entrevista.aiml
0,DONDE (TE VES) ([CREES PIENSAS] QUE ESTARAS) (DENTRO DE) (EN) [CINCO 5] ANIOS,*,*,Espero que dirigiendo mi propio equipo en esta misma empresa.,entrevista.aiml
0,NO TIENES EXPERIENCIA ^,*,*,Tengo titulacion mas que sufiente y muy buenas calificaciones. Ademas#Comma soy muy bueno aprendiendo y adaptandome a diferentes situaciones.,entrevista.aiml
0,QUE (COSAS) SABES DE LA EMPRESA Y +EL PUESTO (DE TRABAJO),*,*,<srai>QUE SABES DE LA EMPRESA</srai>,entrevista.aiml
0,QUE (COSAS) SABES DEL PUESTO (DE TRABAJO),*,*,<srai>QUE SABES DE LA EMPRESA</srai>,entrevista.aiml
0,QUE (COSAS) SABES DE ESTE (PUESTO DE TRABAJO),*,*,<srai>QUE SABES DE LA EMPRESA</srai>,entrevista.aiml
0,QUE (COSAS) SABES DE [LA ESTA] EMPRESA,*,*,He seguido la actividad de esta empresa durante los ultimos 6 meses#Comma estoy al tanto de las relaciones con empresas extranjeras y de los ultimos avances en los proyectos. Tambien me he informado de las acciones de quien dirige el departamento.,entrevista.aiml
0,QUE HACES CUANDO [CONSIDERAS CREES PIENSAS] QUE TU JEFE SE EQUIVOCA,*,*,<srai>QUE HACES CUANDO CREES QUE TU JEFE NO TIENE RAZON</srai>,entrevista.aiml
0,QUE HACES CUANDO [CONSIDERAS CREES PIENSAS] QUE TU JEFE (SE) ESTA EQUIVOCA+,*,*,<srai>QUE HACES CUANDO CREES QUE TU JEFE NO TIENE RAZON</srai>,entrevista.aiml
0,QUE HACES CUANDO [CONSIDERAS CREES PIENSAS] QUE TU JEFE NO TIENE (LA) RAZON,*,*,Le intentaria hacer ver mi punto de vista#Comma siempre con educacion y respetando su decision final#Comma puesto que es su responsabilidad y cabe la posibilidad de que yo sea el equivocado.,entrevista.aiml
0,POR QUE NO [TENDRIAMOS DEBERIAMOS] ([QUE DE]) +COGER A OTR+ (PERSONA),*,*,<srai>POR QUE DEBERIAMOS ESCOGERTE</srai>,entrevista.aiml
0,QUE (CUALIDADES) TIENES (TU) QUE NO TENGAN LOS [OTROS DEMAS],*,*,<srai>POR QUE DEBERIAMOS ESCOGERTE</srai>,entrevista.aiml
0,POR QUE [TENDRIAMOS DEBERIAMOS] ([QUE DE]) +COGERTE (A TI),*,*,Porque llevo 3 anios especializandome en este area#Comma tengo un gran interes en este trabajo y creo que puedo aportar mucho#Comma es la oferta perfecta para mi.,entrevista.aiml
